Gene,Alteration,Origin,Entities,Comments,Reference,RefGene Group
ATIC,Translocation; ; ; ; ; ,Somatic; ,[ALCL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ATM,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; Germline,"[T-PLL]; [leukaemia, lymphoma, medulloblastoma, glioma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ATP1A1,Missense; Other; ; ; ; ,Somatic; ,[adrenal aldosterone producing adenoma]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ATP2B3,Other; ; ; ; ; ,Somatic; ,[adrenal aldosterone producing adenoma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ATR,Frameshift; Missense; ; ; ; ,Somatic; Germline,"[endometrial, gastric, epithelial ovarian, myeloma]; [oropharyngeal]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ATRX,Missense; Frameshift; Nonsense; ; ; ,Somatic; ,"[pancreatic neuroendocrine tumours, paediatric GBM]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
AXIN1,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; ,"[colorectal, endometrial, prostate, hepatocellular carcinoma, hepatoblastoma, sporadic medulloblastoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
AXIN2,Missense; Frameshift; Nonsense; ; ; ,Somatic; Germline,"[colorectal carcinoma, stomach carcinoma, hepatocellular carcinoma]; [colorectal carcinoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
B2M,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,"[DLBCL, melanoma, colorectal adenocarcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BAP1,Nonsense; Missense; Frameshift; Splice site; Other; ,Somatic; Germline,"[uveal melanoma, breast, NSCLC, RCC]; [mesothelioma, skin and uveal melanoma, kidney cancer]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BARD1,Missense; ; ; ; ; ,Somatic; Germline,"[breast cancer]; [ovarian cancer, breast cancer, endometrioid cancer]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BAX,Frameshift; Missense; ; ; ; ,Somatic; ,[colorectal cancer]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BAZ1A,Deletion; ; ; ; ; ,Somatic; ,"[uterine carcinosarcoma, colon cancer]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL10,Translocation; ; ; ; ; ,Somatic; ,[MALT]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL11A,Translocation; ; ; ; ; ,Somatic; ,[B-CLL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL11B,Translocation; ; ; ; ; ,Somatic; ,[T-ALL]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL2,Translocation; ; ; ; ; ,Somatic; ,"[NHL, CLL]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL2L12,Missense; ; ; ; ; ,Somatic; ,"[melanoma, SCC]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL3,Translocation; ; ; ; ; ,Somatic; ,[CLL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL6,Translocation; Missense; ; ; ; ,Somatic; ,"[NHL, CLL]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL7A,Translocation; ; ; ; ; ,Somatic; ,[BNHL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL9,Translocation; ; ; ; ; ,Somatic; ,[B-ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCL9L,Missense; Frameshift; ; ; ; ,Somatic; ,"[colorectal cancer, endometrial carcinoma, gastric cancer]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCLAF1,Missense; ; ; ; ; ,Somatic; ,"[melanoma, SCC]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCOR,Frameshift; Nonsense; Splice site; Translocation; ; ,Somatic; ,"[retinoblastoma, AML, APL (translocation)]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCORL1,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,"[AML, HNSCC]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BCR,Translocation; ; ; ; ; ,Somatic; ,"[CML, ALL, AML]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BIRC3,Deletion; Frameshift; Nonsense; Translocation; Missense; ,Somatic; ,"[CLL, MALT, MCL, MM]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BIRC6,Translocation; Missense; ; ; ; ,Somatic; ,"[melanoma, gastric adenocarcinoma, lung adenocarcinoma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BLM,Missense; Nonsense; Frameshift; ; ; ,; Germline,"[]; [leukaemia, lymphoma, skin squamous cell, other tumour types]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BMP5,Missense; ; ; ; ; ,Somatic; ,[melanoma]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BMPR1A,Missense; Nonsense; Frameshift; ; ; ,; Germline,[]; [gastrointestinal polyps],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BRAF,Missense; Translocation; Other; ; ; ,Somatic; ,"[melanoma, colorectal, papillary thyroid, borderline ovarian, NSCLC, cholangiocarcinoma, pilocytic astrocytoma, Spitzoid tumour, pancreas acinar carcinoma, melanocytic nevus, prostate, gastric]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BRCA1,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; Germline,"[ovarian]; [breast, ovarian]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BRCA2,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; Germline,"[breast, ovarian, pancreatic]; [breast, ovarian, pancreatic, leukaemia  (FANCB, FANCD1)]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BRD3,Translocation; ; ; ; ; ,Somatic; ,[lethal midline carcinoma of young people]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BRD4,Translocation; ; ; ; ; ,Somatic; ,[lethal midline carcinoma of young people]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BRIP1,Frameshift; Nonsense; Missense; ; ; ,; Germline,"[]; [AML, leukaemia, breast]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BTG1,Translocation; ; ; ; ; ,Somatic; ,[B-CLL]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BTG2,Missense; ; ; ; ; ,Somatic; ,[DLBCL]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BTK,Missense; ; ; ; ; ,Somatic; ,"[CLL, mantle cell lymphoma, WM]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
BUB1B,Missense; Nonsense; Frameshift; Splice site; ; ,; Germline,[]; [rhabdomyosarcoma],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
C15orf65,Translocation; ; ; ; ; ,Somatic; ,"[PMBL, Hodgkin lymphoma]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CACNA1D,Missense; ; ; ; ; ,Somatic; ,[adrenal aldosterone producing adenoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CALR,Frameshift; Missense; ; ; ; ,Somatic; ,"[MPN, MDS]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CAMTA1,Translocation; ; ; ; ; ,Somatic; ,[epithelioid haemangioendothelioma]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CANT1,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CARD11,Missense; ; ; ; ; ,Somatic; ,[DLBCL]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CARS,Translocation; ; ; ; ; ,Somatic; ,[ALCL]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CASP3,Deletion; ; ; ; ; ,Somatic; ,[ovarian cancer]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CASP8,Nonsense; Splice site; Frameshift; ; ; ,Somatic; ,"[hepatocellular, oral squamous cell, breast]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CASP9,Deletion; ; ; ; ; ,Somatic; ,[glioma]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CBFA2T3,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CBFB,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CBL,Translocation; Missense; Splice site; Other; ; ,Somatic; ,"[AML, JMML, MDS]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CBLB,Missense; Splice site; ; ; ; ,Somatic; ,[AML]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CBLC,Missense; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCDC6,Translocation; ; ; ; ; ,Somatic; ,"[papillary thyroid, CML, NSCLC]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCNB1IP1,Translocation; ; ; ; ; ,Somatic; ,[leiomyoma]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCNC,Deletion; ; ; ; ; ,Somatic; ,[T-ALL]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCND1,Translocation; ; ; ; ; ,Somatic; ,"[CLL, B-ALL, breast]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCND2,Translocation; ; ; ; ; ,Somatic; ,"[NHL,CLL]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCND3,Translocation; ; ; ; ; ,Somatic; ,[MM]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCNE1,Amplication; ; ; ; ; ,Somatic; ,[serous ovarian]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCR4,Nonsense; ; ; ; ; ,Somatic; ,[adult T-cell leukaemia/lymphoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CCR7,Nonsense; ; ; ; ; ,Somatic; ,[adult T-cell leukaemia/lymphoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CD209,Missense; ; ; ; ; ,Somatic; ,[prostate carcinoma]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CD274,Translocation; ; ; ; ; ,Somatic; ,"[PMBL, Hodgkin lymphoma]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CD28,Missense; ; ; ; ; ,Somatic; ,[T-cell lymphoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CD74,Translocation; ; ; ; ; ,Somatic; ,[NSCLC]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CD79A,Splice site; ; ; ; ; ,Somatic; ,"[DLBCL, WM]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CD79B,Missense; Splice site; ; ; ; ,Somatic; ,"[DLBCL, WM]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDC73,Missense; Nonsense; Frameshift; ; ; ,Somatic; Germline,"[parathyroid adenoma]; [parathyroid adenoma, multiple ossifying jaw fibroma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDH1,Missense; Nonsense; Frameshift; Splice site; ; ,Somatic; Germline,"[lobular breast, gastric]; [gastric]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDH10,Missense; Frameshift; Nonsense; ; ; ,Somatic; Germline,[melanoma]; [pancreatic ductal adenocarcinoma],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDH11,Translocation; ; ; ; ; ,Somatic; ,[aneurysmal bone cyst]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDH17,Missense; ; ; ; ; ,Somatic; ,[melanoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDK12,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,[serous ovarian]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDK4,Missense; ; ; ; ; ,; Germline,[]; [melanoma],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDK6,Translocation; ; ; ; ; ,Somatic; ,[ALL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDKN1A,Frameshift; Nonsense; ; ; ; ,Somatic; ,[bladder cancer]; [],"oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDKN1B,Frameshift; ; ; ; ; ,Somatic; Germline,"[breast, small intestine neuroendocrine tumours]; [pituitary, parathyroid]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDKN2A,Deletion; Missense; Nonsense; Frameshift; Splice site; ,Somatic; Germline,"[melanoma, multiple other tumour types]; [melanoma, pancreatic]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDKN2C,Deletion; ; ; ; ; ,Somatic; ,"[glioma, MM]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CDX2,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CEBPA,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,"[AML, MDS]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CEP89,Translocation; ; ; ; ; ,Somatic; ,[Spitzoid tumour]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CHCHD7,Translocation; ; ; ; ; ,Somatic; ,[salivary adenoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CHD2,Missense; Frameshift; Nonsense; ; ; ,Somatic; ,"[melanoma, large intestine, CLL, monoclonal B lymphocytosis]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CHD4,Missense; Frameshift; Nonsense; ; ; ,Somatic; ,[uterine serous carcinoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CHEK2,Frameshift; ; ; ; ; ,; Germline,[]; [breast],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CHIC2,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CHST11,Translocation; ; ; ; ; ,Somatic; ,[B-CLL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CIC,Missense; Frameshift; Splice site; Translocation; ; ,Somatic; ,"[oligodendroglioma, soft tissue sarcoma]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CIITA,Translocation; ; ; ; ; ,Somatic; ,"[PMBL, Hodgkin lymphoma]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CLIP1,Translocation; ; ; ; ; ,Somatic; ,[Spitzoid tumour]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CLP1,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CLTC,Translocation; ; ; ; ; ,Somatic; ,"[ALCL, renal]; []","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CLTCL1,Translocation; ; ; ; ; ,Somatic; ,[ALCL]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CNBD1,Missense; ; ; ; ; ,Somatic; ,"[gastric cancer, colon cancer]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CNBP,Translocation; ; ; ; ; ,Somatic; ,[aneurysmal bone cyst]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CNOT3,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,[T-ALL]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CNTNAP2,Missense; ; ; ; ; ,Somatic; ,"[glioma, melanoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CNTRL,Translocation; ; ; ; ; ,Somatic; ,"[MPN, NHL]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
COL1A1,Translocation; ; ; ; ; ,Somatic; ,"[DFSP, aneurysmal bone cyst]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
COL2A1,Frameshift; Missense; Nonsense; Translocation; ; ,Somatic; ,"[chondrosarcoma, enchondroma]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
COL3A1,Translocation; ; ; ; ; ,Somatic; ,[lipoblastoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
COX6C,Translocation; ; ; ; ; ,Somatic; ,[uterine leiomyoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CPEB3,Deletion; ; ; ; ; ,Somatic; ,[lung cancer]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CREB1,Translocation; ; ; ; ; ,Somatic; ,"[clear cell sarcoma, angiomatoid fibrous histiocytoma]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CREB3L1,Translocation; ; ; ; ; ,Somatic; ,[myxofibrosarcoma]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CREB3L2,Translocation; ; ; ; ; ,Somatic; ,[fibromyxoid sarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CREBBP,Translocation; Nonsense; Frameshift; Missense; Other; ,Somatic; ,"[ALL, AML, DLBCL, B-NHL]; []","oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CRLF2,Missense; Translocation; ; ; ; ,Somatic; ,"[B-ALL, Downs associated ALL]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CRNKL1,Missense; ; ; ; ; ,Somatic; ,[base cell carcinoma]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CRTC1,Translocation; ; ; ; ; ,Somatic; ,[salivary gland mucoepidermoid]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CRTC3,Translocation; ; ; ; ; ,Somatic; ,[salivary gland mucoepidermoid]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CSF1R,Missense; Nonsense; ; ; ; ,Somatic; ,"[MDS, CML, AML, hemangioblastoma, CCRCC]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CSF3R,Missense; Nonsense; ; ; ; ,Somatic; ,"[aCML, CNL,  leukaemia lymphoma and MDS associated with severe congenital neutropenia, CMML, de novo AML, MDS]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CSMD3,Missense; Nonsense; ; ; ; ,Somatic; ,"[ovarian cancer, oral SCC, lung cancer]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CTCF,Missense; Nonsense; ; ; ; ,Somatic; ,"[endometrial, breast, head and neck cancer]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CTNNA1,Deletion; Missense; Nonsense; Translocation; ; ,Somatic; Germline,"[AML, MDS, cutaneous melanoma]; [gastric cancer]","TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CTNNA2,Missense; Splice site; ; ; ; ,Somatic; ,[gastric cancer]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CTNNB1,Missense; Other; Translocation; ; ; ,Somatic; ,"[colorectal, ovarian,  hepatoblastoma, pleomorphic salivary gland adenoma, other tumour types]; []","oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CTNND1,Nonsense; ; ; ; ; ,Somatic; ,[large intestine carcinoma]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CTNND2,Missense; ; ; ; ; ,Somatic; ,"[prostae adenocarcinoma, GIST]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CUL3,Nonsense; ; ; ; ; ,Somatic; ,[lung cancer]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CUX1,Nonsense; Frameshift; Splice site; Missense; Other; Translocation,Somatic; ,"[endometrial, melanoma, colorectal, AML, MDS, other tumour types]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CXCR4,Missense; Nonsense; Frameshift; ; ; ,Somatic; Germline,[WM]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CYLD,Missense; Nonsense; Frameshift; Splice site; ; ,Somatic; Germline,[cylindroma]; [cylindroma],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CYP2C8,Missense; ; ; ; ; ,Somatic; ,[melanoma]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
CYSLTR2,Missense; ; ; ; ; ,Somatic; ,[uveal melanoma]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DAXX,Missense; Frameshift; Nonsense; ; ; ,Somatic; ,"[pancreatic neuroendocrine tumour, paediatric glioblastoma]; []","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DCAF12L2,Missense; ; ; ; ; ,Somatic; ,[CRC]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DCC,Missense; Nonsense; Deletion; ; ; ,Somatic; ,"[CRC, melanoma, SCC]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DCTN1,Translocation; ; ; ; ; ,Somatic; ,"[inflammatory myofibroblastic tumour, Spitzoid tumour]; []",fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DDB2,Missense; Nonsense; ; ; ; ,; Germline,"[]; [skin basal cell, skin squamous cell, melanoma]","oncogene, TSG",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DDIT3,Translocation; ; ; ; ; ,Somatic; ,[liposarcoma]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DDR2,Missense; Nonsense; ; ; ; ,Somatic; ,"[squamous cell carcinoma, NSCLC]; []",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DDX10,Translocation; ; ; ; ; ,Somatic; ,[AML*]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DDX3X,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,"[CLL, medulloblastoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DDX5,Translocation; ; ; ; ; ,Somatic; ,[prostate]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DDX6,Translocation; ; ; ; ; ,Somatic; ,[B-NHL]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DEK,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DGCR8,Missense; ; ; ; ; ,Somatic; ,[Wilms tumour]; [],oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DICER1,Missense; Frameshift; Nonsense; ; ; ,Somatic; Germline,"[sex cord-stromal tumour, TGCT, embryonal rhabdomyosarcoma, pleuropulmonary blastoma, pituitary blastoma, Wilms tumour, thyroid cancer, other tumour types]; [pleuropulmonary blastoma]",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DNAJB1,Translocation; ; ; ; ; ,Somatic; ,[fibrolamellar hepatocellular carcinoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DNM2,Frameshift; Nonsense; Splice site; Missense; Other; ,Somatic; ,[T-ALL]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DNMT3A,Missense; Frameshift; Nonsense; Splice site; ; ,Somatic; ,[AML]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DROSHA,Amplication; Missense; Nonsense; Frameshift; ; ,Somatic; ,"[Wilms tumour, NSCLC, bladder carcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
DUX4L1,Translocation; ; ; ; ; ,Somatic; ,[soft tissue sarcoma]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EBF1,Translocation; ; ; ; ; ,Somatic; ,[lipoma]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ECT2L,Nonsense; Splice site; Missense; ; ; ,Somatic; ,[ETP ALL]; [],,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EED,Missense; Frameshift; ; ; ; ,Somatic; ,"[malignant peripheral nerve sheath tumours, MDS and related, lung adenocarcinoma]; []",TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EGFR,Amplication; Other; Missense; ; ; ,Somatic; Germline,"[glioma, NSCLC]; [NSCLC]",oncogene,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EIF1AX,Missense; Splice site; ; ; ; ,Somatic; ,"[uveal melanoma, thyroid cancer (PDTC and ATC), low grade serous ovarian cancer]; []",,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EIF3E,Translocation; ; ; ; ; ,Somatic; ,[colorectal]; [],"TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
EIF4A2,Translocation; ; ; ; ; ,Somatic; ,[NHL]; [],fusion,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ELF3,Missense; Nonsense; Frameshift; ; ; ,Somatic; ,[pancreatic cancer]; [],TSG,COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
ELF4,Translocation; ; ; ; ; ,Somatic; ,[AML]; [],"oncogene, TSG, fusion",COSMIC [Somatic]; [Germline],COSMIC_Cancer_Genes
